batch,rank,id,repository,name,url,decision,decision_reason,description_en,team_reason,tags,limitations,source_evidence,source_url,source_sha256,stars_snapshot,live_checked_at,live_stars,live_archived,live_pushed_at,root_license,readme_url,readme_sha256,license_url,license_sha256,live_errors,tested
004,11,6574,xing5/mcp-google-sheets,Google Sheets MCP,https://github.com/xing5/mcp-google-sheets,工程组件另列,主要提供 SDK、协议、运行时、数据或工具集成能力；适合工程组件栏目，不作为即用团队产品优先推荐。,An MCP bridge for spreadsheet operations and sharing workflows.,团队可让助手处理共享表格与数据。,"mcp, spreadsheets, automation",需Google授权；文中宽权限示例不代表最小权限，未改表或发送通知。,README SheetsAPI、service account和share工具。,https://raw.githubusercontent.com/xing5/mcp-google-sheets/HEAD/README.md,89d2771b3bbde77ba32960a3d05bd3e3280c2378ac3109423dff08c46af49fc9,1003,,,,,,,,,,,False
004,12,12,Significant-Gravitas/AutoGPT,AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,商业或许可边界待核,保留候选；采用前需厘清许可、版本、托管服务或功能范围，暂不进入主短名单。,"A platform for building and operating automated agent workflows with visual editing, schedules, and run tracking.",把重复业务步骤转成可维护流程，由团队监控执行与成本并复用智能体模板。,"agents, workflow, self-hosted",团队用途是流程维护与运行，不宣称已核验细粒度多人权限；平台目录 PolyForm Shield，classic MIT。,README L41、L53-85、L109-149、L188-199,https://raw.githubusercontent.com/Significant-Gravitas/AutoGPT/HEAD/README.md,5e8b890b94d97d55260792c60b4db01c8aeaf9a83e100171c78b444d1e5e598f,187466,,,,,,,,,,,False
004,13,13,anthropics/skills,Anthropic Skills,https://github.com/anthropics/skills,商业或许可边界待核,保留候选；采用前需厘清许可、版本、托管服务或功能范围，暂不进入主短名单。,"Reference skills for packaging repeatable document, development, and organizational workflows.",把品牌规范、组织工作流程和文档操作封装成团队可复用技能；与已有 Agent Skills 标准是实现和规范的区别。,"skills, workflow, documents",示范用途，不保证等同 Claude 产品行为；文档类技能是 source-available，不能统一标为 Apache 开源。,README L5-29,https://raw.githubusercontent.com/anthropics/skills/HEAD/README.md,2fb9c4cc026366ea6e21c60cb23c908a4d27c62071819cc06beffaac102d0694,177329,,,,,,,,,,,False
004,14,14,f/prompts.chat,prompts.chat,https://github.com/f/prompts.chat,建议审阅,团队用途有明确官方依据，已补查仓库状态、README 和根许可证，供用户决定是否收录。,A self-hostable prompt library with custom branding and authentication for sharing reusable AI instructions.,团队可自建带身份验证的私有提示词库，统一维护和复用工作模板。,"prompts, knowledge, self-hosted",代码及站点原创内容 MIT；提示数据 CC0-1.0，根 LICENSE 明确分项适用。细粒度成员权限和审批流程未核验。,README L59-68、L100-112、L260-268,https://raw.githubusercontent.com/f/prompts.chat/HEAD/README.md,580241073020148096fb32d9731c9068ec5110b06d92c6e7f32816d2076d94d2,170842,2026-09-21T16:27:24.013366+00:00,170890,False,2026-09-09T10:27:05Z,MIT（代码） / CC0-1.0（提示数据）,https://github.com/f/prompts.chat/blob/main/README.md,580241073020148096fb32d9731c9068ec5110b06d92c6e7f32816d2076d94d2,https://github.com/f/prompts.chat/blob/main/LICENSE,82201d04d22eea74216fcacc9bc9e695184aef435a415e3564cf806c962854f8,,False
004,15,31,microsoft/generative-ai-for-beginners,Generative AI for Beginners,https://github.com/microsoft/generative-ai-for-beginners,方法技能另列,主要通过共享规则、学习材料、模板或工程实践服务团队；单列资料栏目，不作为多人产品优先推荐。,"A practical curriculum for building generative AI applications, including security, UX, RAG, and lifecycle management.",用于团队共同入门和内部训练；课程涵盖应用安全、交付生命周期及 Python/TypeScript 示例。,"learning, development, practices",学习资源而非产品；不同章节有外部模型或云服务依赖，未逐章执行。,README L49-69、L98-123,https://raw.githubusercontent.com/microsoft/generative-ai-for-beginners/HEAD/README.md,a57045087a78daa833312fe2f4f404427985d89457d86eabeb69722df010d109,120141,,,,,,,,,,,False
004,16,43,addyosmani/agent-skills,Addy Osmani Agent Skills,https://github.com/addyosmani/agent-skills,方法技能另列,主要通过共享规则、学习材料、模板或工程实践服务团队；单列资料栏目，不作为多人产品优先推荐。,"Engineering skills that standardize specifications, incremental implementation, verification, and review for coding agents.",可把规格、任务拆分和质量门槛设为项目共用规范，改善 AI 代码进入团队审查与发布的过程。,"coding, skills, quality",技能模板，不是强制执行的独立 CI 平台；未验证作者生产级宣传。,README L3-35、L271-297、L408,https://raw.githubusercontent.com/addyosmani/agent-skills/HEAD/README.md,0956874d6ba30f65d45ff90a9d51e615627a836e22745f43b7aece14537bb028,97719,,,,,,,,,,,False
004,17,59,unclecode/crawl4ai,Crawl4AI,https://github.com/unclecode/crawl4ai,工程组件另列,主要提供 SDK、协议、运行时、数据或工具集成能力；适合工程组件栏目，不作为即用团队产品优先推荐。,"A crawler that converts web content into structured, LLM-ready inputs for AI applications and retrieval pipelines.",为团队的知识库和 RAG 应用统一采集网页并输出结构化 Markdown，可自建接入流水线。,"data, rag, development, self-hosted",工程组件而非多人协作界面；Cloud API 为 closed beta，不能混同自建功能；未实测。,README L65-72、Quick Start、Self-Hosting Guide 链接,https://github.com/unclecode/crawl4ai#readme,3de808095d5cb8101f2467b9646a795a76e1d81d8cf7d953c171c66d7ae0d3dd,83981,,,,,,,,,,,False
004,18,62,Egonex-AI/Understand-Anything,Understand Anything,https://github.com/Egonex-AI/Understand-Anything,团队直接性不足,现有证据主要支持个人工作、代理编排或产物交接，尚不足以优先推荐为真人团队协作产品；并非永久排除。,A codebase knowledge graph with visual walkthroughs and shareable artifacts for onboarding and review.,生成架构导览与 onboarding 指南；把 JSON 图提交 Git 后，同事无需模型或 API key 即可查看。,"knowledge, coding, onboarding",生成需模型；离线共享的是结果图，不是多人共同编辑平台。,README L51-80、L168、L283-308,https://raw.githubusercontent.com/Egonex-AI/Understand-Anything/HEAD/README.md,684e5fff97c5893dc48bfd0f1f7d9ee2a0dd90dd33fbb0a5c01918d93651c9ed,83459,,,,,,,,,,,False
004,19,72,datawhalechina/hello-agents,Hello-Agents,https://github.com/datawhalechina/hello-agents,方法技能另列,主要通过共享规则、学习材料、模板或工程实践服务团队；单列资料栏目，不作为多人产品优先推荐。,"A practical agent-development curriculum covering memory, context engineering, protocols, evaluation, and applications.",可供工程团队统一学习智能体架构、记忆与评估实践，再开展共同原型。,"learning, agents, practices",教程不是团队平台；文档为 CC BY-NC-SA 4.0，不能描述为无条件商业复用。,README 项目介绍、课程目录、内容导航、开源协议,https://raw.githubusercontent.com/datawhalechina/hello-agents/HEAD/README.md,e54167c5089fe7f9fe0208907e75315c56cc2de0806f038006333a90bb5dc1f8,80098,,,,,,,,,,,False
004,20,73,dair-ai/Prompt-Engineering-Guide,Prompt Engineering Guide,https://github.com/dair-ai/Prompt-Engineering-Guide,方法技能另列,主要通过共享规则、学习材料、模板或工程实践服务团队；单列资料栏目，不作为多人产品优先推荐。,"A reference guide to prompt design, retrieval, tool use, and evaluation patterns.",帮助团队建立提示词术语和模板评估方法，可用于内部培训与工作规范参考。,"learning, prompts, evaluation",指南与 DAIR 付费课程分开；未逐篇验证技术内容，不能视为效果保证。,README Introduction、Guides、License,https://raw.githubusercontent.com/dair-ai/Prompt-Engineering-Guide/HEAD/README.md,5c1f0fcf7bdd37761249708969b17923a0995e4734ca5ab3713e1acb4d6f6ad9,78505,,,,,,,,,,,False
004,21,80,microsoft/ai-agents-for-beginners,AI Agents for Beginners,https://github.com/microsoft/ai-agents-for-beginners,方法技能另列,主要通过共享规则、学习材料、模板或工程实践服务团队；单列资料栏目，不作为多人产品优先推荐。,"A practical course on agent design, trustworthy execution, memory, protocols, and production deployment.",供团队系统学习智能体工程，覆盖可信执行、生产部署、上下文和记忆。,"learning, agents, practices",主要示例依赖 Microsoft Agent Framework 和 Foundry，通常需要 Azure 账号；未实跑。,README L50-79、L94-113,https://raw.githubusercontent.com/microsoft/ai-agents-for-beginners/HEAD/README.md,f47be3bed00ebdb725d65104e8b5dcc50567a36b74837261965cf3b484f2a147,75252,,,,,,,,,,,False
004,22,82,thedaviddias/Front-End-Checklist,Front-End Checklist,https://github.com/thedaviddias/Front-End-Checklist,方法技能另列,主要通过共享规则、学习材料、模板或工程实践服务团队；单列资料栏目，不作为多人产品优先推荐。,A shared frontend review rule set with MCP access and reusable agent audit workflows.,人工审查者和 AI 读取同一套规则、验证步骤及修复指引，在 PR 和上线前检查中统一标准。,"review, quality, mcp, skills",检查规则不是自动证明合规或正确；MCP 托管入口与静态规则分开。,README L6-28、L59-108,https://raw.githubusercontent.com/thedaviddias/Front-End-Checklist/HEAD/README.md,7ed360c81e5c7464f600ad8269b29f086482d117787c2ddf16f2409f972ccf23,74213,,,,,,,,,,,False
004,23,116,upstash/context7,Context7,https://github.com/upstash/context7,工程组件另列,主要提供 SDK、协议、运行时、数据或工具集成能力；适合工程组件栏目，不作为即用团队产品优先推荐。,Version-specific library documentation and examples delivered to coding agents through MCP or a CLI.,让团队不同编码工具使用一致的库版本文档，减少过时 API 导致的返工与审查成本。,"documentation, coding, mcp",文档查询组件，不是共享团队知识库；本地 MCP 客户端不等于整个服务可自建。,README L19-21、Available Tools L99-122,https://raw.githubusercontent.com/upstash/context7/HEAD/README.md,c513b9ec9c006a85c63d6ad0c9fe49af3eaa517f8e59b66de0af6029ccafda13,62258,,,,,,,,,,,False
004,24,124,MemPalace/mempalace,MemPalace,https://github.com/MemPalace/mempalace,保留待深核,已有团队应用价值，但当前证据、维护状态或具体部署边界仍值得另行确认；本轮完成分流，不视为已通过收录核验。,"Persistent AI memory with verbatim storage, scoped retrieval, and an optional shared hub deployment.",可部署 shared-brain hub 让多个客户端接入，同步保留项目原文并按主题检索，减少重新传递上下文。,"memory, knowledge, self-hosted",未验证多人访问控制粒度；本地默认与远程嵌入选择分开，不能承诺所有配置不出网。,README L26-39、L48-63、L170-187、Storage backends,https://raw.githubusercontent.com/MemPalace/mempalace/HEAD/README.md,5f117d3494ea2be2ff56b82ec827ee222cec7a0794eaca404e41f2529feb62b8,59179,,,,,,,,,,,False
004,25,136,aaif-goose/goose,Goose,https://github.com/aaif-goose/goose,团队直接性不足,现有证据主要支持个人工作、代理编排或产物交接，尚不足以优先推荐为真人团队协作产品；并非永久排除。,"An extensible local AI agent with desktop, CLI, and API interfaces and configurable custom distributions.",团队可制作预配置模型供应商、扩展和品牌的发行版，统一员工 AI 工作环境。,"agents, development, self-hosted",团队联系在预配置发行与扩展复用，不宣称多人共享会话或组织权限；原 block/goose 名称需别名去重。,README 项目介绍、providers/extensions、Custom Distributions,https://raw.githubusercontent.com/aaif-goose/goose/HEAD/README.md,0f1df85a0c457caf1f3c4e1c0370f2da3887fffa588d207862cfc298c1d39755,54504,,,,,,,,,,,False
004,26,141,run-llama/llama_index,LlamaIndex OSS,https://github.com/run-llama/llama_index,工程组件另列,主要提供 SDK、协议、运行时、数据或工具集成能力；适合工程组件栏目，不作为即用团队产品优先推荐。,"A modular framework for connecting data sources, retrieval, and agent workflows in AI applications.",工程团队复用数据、模型与向量库集成来构建内部资料问答和文档应用。,"framework, rag, development",维护方重心已转向 LlamaParse 等产品；OSS 框架仍可用，不混同企业解析平台能力。,README L11-33,https://github.com/run-llama/llama_index#readme,c2738208d11688fc21e087a72b0ac9bafed02a2ac18e3794e01982972a291c29,52250,,,,,,,,,,,False
004,27,146,coreyhaines31/marketingskills,Marketing Skills,https://github.com/coreyhaines31/marketingskills,方法技能另列,主要通过共享规则、学习材料、模板或工程实践服务团队；单列资料栏目，不作为多人产品优先推荐。,"Reusable marketing workflows that share product, audience, and positioning context across AI-assisted tasks.",通过共用 product-marketing 背景，让营销、销售支持、内容和增长工作沿用一致产品定位。,"marketing, skills, knowledge",技能库，不是多人营销管理平台；第三方集成和代理服务单独提供，未实测产出质量。,README L25-31、工作流关系图、技能目录,https://raw.githubusercontent.com/coreyhaines31/marketingskills/HEAD/README.md,6f370f8f639f0dd4c86e4057328b95ac3761b9d97cd9f02957fb70ac890349b2,51007,,,,,,,,,,,False
004,28,160,bojieli/ai-agent-book,AI Agents in Depth,https://github.com/bojieli/ai-agent-book,方法技能另列,主要通过共享规则、学习材料、模板或工程实践服务团队；单列资料栏目，不作为多人产品优先推荐。,"An engineering book with practical labs on agent context, tools, memory, evaluation, and coordination.",可用于工程团队建立一致的智能体设计语言和小型评估集，围绕失败案例共同改进。,"learning, agents, evaluation",只核验课程范围，未读完整书稿或运行所有实验；多智能体章节不是多人协作平台。,README 章节表、实践项目问答 L139-140、许可,https://raw.githubusercontent.com/bojieli/ai-agent-book/HEAD/README.md,21195bfba51235eeba6f272e6454ab046f0791b3b2bf260417c56b8f4abb95a2,49113,,,,,,,,,,,False
004,29,173,sickn33/agentic-awesome-skills,Agentic Awesome Skills,https://github.com/sickn33/agentic-awesome-skills,方法技能另列,主要通过共享规则、学习材料、模板或工程实践服务团队；单列资料栏目，不作为多人产品优先推荐。,"A skill catalog and preview toolkit for recording exact, reviewable skill selections and installation plans.",把项目选用的技能集合固化成 manifest 与证据，团队可以审查、比较和复用一致配置。,"skills, standards, governance",AAS Core 为预览；apply/recovery 实验性，main 未发布能力不能等同已发布包。,README L4-12、L68-72、L95,https://raw.githubusercontent.com/sickn33/agentic-awesome-skills/HEAD/README.md,2aeb1a8bb2fa7c27187cc4affc5aa7eb5dc849df33ee9dbd62fe6c547b6de78d,46655,,,,,,,,,,,False
004,30,180,Kong/kong,Kong AI Gateway,https://github.com/Kong/kong,商业或许可边界待核,保留候选；采用前需厘清许可、版本、托管服务或功能范围，暂不进入主短名单。,"Gateway infrastructure for centralizing model and MCP traffic, authentication, routing, and observability.",平台团队为内部服务和智能体统一 AI 入口与访问策略，减少各项目重复接入和运维。,"gateway, mcp, governance",开源 Gateway、AI 插件、商业增强与 Konnect 边界需按功能确认，不宣称全部社区版可用。,README L6-10、L58、AI Gateway 产品入口,https://raw.githubusercontent.com/Kong/kong/HEAD/README.md,376442dbbec623bc2edaf4473baa768c5bd4e56c391e480719692ea3e84d2d0b,44162,,,,,,,,,,,False
004,31,185,gradio-app/gradio,Gradio,https://github.com/gradio-app/gradio,保留待深核,已有团队应用价值，但当前证据、维护状态或具体部署边界仍值得另行确认；本轮完成分流，不视为已通过收录核验。,Python tools for building and sharing interactive AI application prototypes.,将模型或 API 包装成同事可直接体验的网页，用于跨职能评审和收集反馈。,"prototyping, development, evaluation",分享 demo 不等于企业组织权限，生产部署需另行设计访问控制。,README L30-38,https://raw.githubusercontent.com/gradio-app/gradio/HEAD/README.md,1c10a6a19ae8736e3ce0a1d7e3e64c3208240c3c27a1d50ec90a2cc00112fa38,43589,,,,,,,,,,,False
004,32,203,novuhq/novu,Novu,https://github.com/novuhq/novu,商业或许可边界待核,保留候选；采用前需厘清许可、版本、托管服务或功能范围，暂不进入主短名单。,Communication infrastructure that connects agents and products to channels through a unified conversation model.,工程团队把智能体接入 Slack、Teams、邮件等既有沟通渠道，复用消息与会话基础设施。,"communication, integration, development",MIT 核心与 enterprise 商业目录分开；Novu Connect 演示不等于全部开源能力。,README L25-29、L71、L109-115、License,https://raw.githubusercontent.com/novuhq/novu/HEAD/README.md,1e3f2e1690ac106e44b24f4adb74968e27ddba73c083003f1ae97c610448fe3d,40021,,,,,,,,,,,False
004,33,206,PostHog/posthog,PostHog,https://github.com/PostHog/posthog,商业或许可边界待核,保留候选；采用前需厘清许可、版本、托管服务或功能范围，暂不进入主短名单。,Product analytics and AI observability that connect runtime signals to investigation reports and reviewable fixes.,产品与研发共用行为、错误和模型调用数据，AI 将信号整理成报告或 PR，由团队评审处理。,"analytics, observability, review",MIT 核心与 ee 目录分开；具体 AI 功能的托管/自建边界未逐项核验。,README L24-38、L110,https://raw.githubusercontent.com/PostHog/posthog/HEAD/README.md,e71c65bb12c237dcad86f5ca67b86a06cafc4edf5c8007931f7b0c07f44de09b,39877,,,,,,,,,,,False
004,34,208,HKUDS/LightRAG,LightRAG,https://github.com/HKUDS/LightRAG,工程组件另列,主要提供 SDK、协议、运行时、数据或工具集成能力；适合工程组件栏目，不作为即用团队产品优先推荐。,"A retrieval framework combining knowledge-graph context, multimodal ingestion, evaluation, and tracing integrations.",AI 应用团队复用知识接入与检索管线，并通过 RAGAS 和 Langfuse 共同评估、排查回答质量。,"rag, development, evaluation",框架不是多人知识门户；不宣称自带组织权限；RAG-Anything 已有合并说明，后续避免重复。,README 更新说明 L81-86、检索模式与数据来源维护段落,https://github.com/HKUDS/LightRAG#readme,24a313f142b3c1b94ff5b7793cbfd2bb6996ee916e2914ef810ac6c9cd2230c3,39779,,,,,,,,,,,False
004,35,232,microsoft/playwright-mcp,Playwright MCP,https://github.com/microsoft/playwright-mcp,工程组件另列,主要提供 SDK、协议、运行时、数据或工具集成能力；适合工程组件栏目，不作为即用团队产品优先推荐。,Browser automation tools that let agents inspect page structure and perform repeatable web interactions.,开发与 QA 团队可复用同一浏览器工具接口，进行探索测试、复现问题和验证 AI 生成页面。,"testing, mcp, development",不是多人协作平台；shared browser context 不等于用户隔离，CLI+Skills 是独立入口。,README 简介、MCP 与 CLI 对照、Key Features,https://github.com/microsoft/playwright-mcp#readme,39cfd57a182182cc414be873d0917add0471b4fcd1a9e1100290d7c21c409ee7,37407,,,,,,,,,,,False
004,36,238,songquanpeng/one-api,One API,https://github.com/songquanpeng/one-api,保留待深核,已有团队应用价值，但当前证据、维护状态或具体部署边界仍值得另行确认；本轮完成分流，不视为已通过收录核验。,"A model API gateway with user groups, channel routing, and scoped usage tokens.",为团队分发有额度、模型和 IP 限制的令牌，集中管理渠道及用量，统一不同模型接口。,"gateway, governance, self-hosted",最近推送 2026-01-09，超过八个月；当前维护与新模型兼容性待确认。与 New API 属上游/衍生关系，可作为替代方案比较。,README 功能 L99-110,https://raw.githubusercontent.com/songquanpeng/one-api/HEAD/README.md,71cac69380f5feea9ca08fc4cc67e29cc874e68ff89256cb9a3f4e6e7deff3f5,36967,2026-09-21T16:27:26.763968+00:00,36975,False,2026-01-09T03:26:43Z,MIT,https://github.com/songquanpeng/one-api/blob/main/README.md,71cac69380f5feea9ca08fc4cc67e29cc874e68ff89256cb9a3f4e6e7deff3f5,https://github.com/songquanpeng/one-api/blob/main/LICENSE,e965b65a52d90708ffeeb9632e1928cab08bc7ae1424d8407e42fc372bce6506,,False
004,37,243,anthropics/claude-plugins-official,Claude Code Plugins Directory,https://github.com/anthropics/claude-plugins-official,方法技能另列,主要通过共享规则、学习材料、模板或工程实践服务团队；单列资料栏目，不作为多人产品优先推荐。,An official plugin directory with first-party examples and third-party extensions for coding-agent workflows.,团队可从明确区分官方与第三方的入口选择插件，并参考标准结构打包统一开发能力。,"plugins, skills, resources",官方目录不保证所有插件由 Anthropic 开发或审计；每个插件许可和工具范围分别核验。,README Structure、Plugin Structure、License,https://raw.githubusercontent.com/anthropics/claude-plugins-official/HEAD/README.md,f34b8730d2b61617045c61ea2d9bf3ab08561305bfac77ea061e755bf46aeac2,36556,,,,,,,,,,,False
004,38,249,VectifyAI/PageIndex,PageIndex,https://github.com/VectifyAI/PageIndex,工程组件另列,主要提供 SDK、协议、运行时、数据或工具集成能力；适合工程组件栏目，不作为即用团队产品优先推荐。,Hierarchical document indexing and reasoning-based retrieval for long-document AI applications.,工程团队可为长报告建立可追溯检索层，供文档分析流程复用并核对原文位置。,"documents, rag, development",检索组件，不是多人门户；本地模式使用自带模型 key，不保证推理完全离线。,README 本地 SDK 更新、What is PageIndex L46-60,https://raw.githubusercontent.com/VectifyAI/PageIndex/HEAD/README.md,7a99a2e5ab13039784fb53c147bc5fd1dad4319373ecfa375ca062db9bb96d62,35777,,,,,,,,,,,False
004,39,281,huggingface/agents-course,Hugging Face Agents Course,https://github.com/huggingface/agents-course,方法技能另列,主要通过共享规则、学习材料、模板或工程实践服务团队；单列资料栏目，不作为多人产品优先推荐。,"An agent-development curriculum covering frameworks, retrieval, tracing, and evaluation.",团队可共同学习框架设计并完成带 benchmark 的实践，把观测与评估纳入开发流程。,"learning, agents, evaluation",课程不是平台，未执行全部练习；与其他入门课程属于可选替代。,README Content 和课程表,https://raw.githubusercontent.com/huggingface/agents-course/HEAD/README.md,5bf034d62f8102d860318dcb5628d404a091c31bfdbd6ba589c84159f0aa1538,32708,,,,,,,,,,,False
